id   ,Date      ,State                    ,Total Confirmed Cases ,Total Deaths
4155 ,Sat 11/13 ,New Jersey               ,1216705               ,28169
4156 ,Sat 11/13 ,New Mexico               ,292078                ,5171
4157 ,Sat 11/13 ,New York                 ,2620644               ,56454
4158 ,Sat 11/13 ,North Carolina           ,1503936               ,18431
4159 ,Sat 11/13 ,North Dakota             ,154986                ,1851
4160 ,Sat 11/13 ,Northern Mariana Islands ,343                   ,3
4161 ,Sat 11/13 ,Ohio                     ,1600860               ,25643
4162 ,Sat 11/13 ,Oklahoma                 ,652731                ,10879
4163 ,Sat 11/13 ,Oregon                   ,378174                ,4750
4164 ,Sat 11/13 ,Pennsylvania             ,1640096               ,32359
4165 ,Sat 11/13 ,Puerto Rico              ,220065                ,3257
4166 ,Sat 11/13 ,Rhode Island             ,183257                ,2890
4167 ,Sat 11/13 ,South Carolina           ,906945                ,13983
4168 ,Sat 11/13 ,South Dakota             ,159343                ,2281
4169 ,Sat 11/13 ,Tennessee                ,1265579               ,16529
4170 ,Sat 11/13 ,Texas                    ,4275336               ,73082
4171 ,Sat 11/13 ,Utah                     ,571628                ,3347
4172 ,Sat 11/13 ,Vermont                  ,44490                 ,393
4173 ,Sat 11/13 ,Virgin Islands           ,7329                  ,84
4174 ,Sat 11/13 ,Virginia                 ,942837                ,14321
4175 ,Sat 11/13 ,Washington               ,752746                ,8979
4176 ,Sat 11/13 ,West Virginia            ,282405                ,4610
4177 ,Sat 11/13 ,Wisconsin                ,921389                ,9679
4178 ,Sat 11/13 ,Wyoming                  ,107483                ,1298
4179 ,Sun 11/14 ,Alabama                  ,839695                ,15981
4180 ,Sun 11/14 ,Alaska                   ,144212                ,811
4181 ,Sun 11/14 ,American Samoa           ,1                     ,0
4182 ,Sun 11/14 ,Arizona                  ,1214419               ,21653
4183 ,Sun 11/14 ,Arkansas                 ,519760                ,8567
4184 ,Sun 11/14 ,California               ,5006960               ,73286
4185 ,Sun 11/14 ,Colorado                 ,787917                ,8823
4186 ,Sun 11/14 ,Connecticut              ,407750                ,8809
4187 ,Sun 11/14 ,Delaware                 ,147875                ,2141
4188 ,Sun 11/14 ,District of Columbia     ,65371                 ,1194
4189 ,Sun 11/14 ,Florida                  ,3669489               ,60698
4190 ,Sun 11/14 ,Georgia                  ,1612676               ,28782
4191 ,Sun 11/14 ,Guam                     ,19882                 ,259
4192 ,Sun 11/14 ,Hawaii                   ,82986                 ,974
4193 ,Sun 11/14 ,Idaho                    ,299881                ,3746
4194 ,Sun 11/14 ,Illinois                 ,1740923               ,28986
4195 ,Sun 11/14 ,Indiana                  ,1053167               ,17088
4196 ,Sun 11/14 ,Iowa                     ,503564                ,7166
4197 ,Sun 11/14 ,Kansas                   ,448688                ,6644
4198 ,Sun 11/14 ,Kentucky                 ,765280                ,10333
4199 ,Sun 11/14 ,Louisiana                ,764354                ,14685
4200 ,Sun 11/14 ,Maine                    ,111145                ,1230
4201 ,Sun 11/14 ,Maryland                 ,571857                ,11061
4202 ,Sun 11/14 ,Massachusetts            ,873281                ,19159
4203 ,Sun 11/14 ,Michigan                 ,1344352               ,24284
4204 ,Sun 11/14 ,Minnesota                ,841749                ,9120
4205 ,Sun 11/14 ,Mississippi              ,508469                ,10187
4206 ,Sun 11/14 ,Missouri                 ,889234                ,13071
4207 ,Sun 11/14 ,Montana                  ,184595                ,2481
4208 ,Sun 11/14 ,Nebraska                 ,295244                ,2794
4209 ,Sun 11/14 ,Nevada                   ,459878                ,7808
4210 ,Sun 11/14 ,New Hampshire            ,144626                ,1622
4211 ,Sun 11/14 ,New Jersey               ,1218406               ,28172
4212 ,Sun 11/14 ,New Mexico               ,292078                ,5171
4213 ,Sun 11/14 ,New York                 ,2624840               ,56475
4214 ,Sun 11/14 ,North Carolina           ,1503936               ,18431
4215 ,Sun 11/14 ,North Dakota             ,155190                ,1851
4216 ,Sun 11/14 ,Northern Mariana Islands ,343                   ,3
4217 ,Sun 11/14 ,Ohio                     ,1604488               ,25643
4218 ,Sun 11/14 ,Oklahoma                 ,652731                ,10879
4219 ,Sun 11/14 ,Oregon                   ,378174                ,4750
4220 ,Sun 11/14 ,Pennsylvania             ,1644848               ,32401
4221 ,Sun 11/14 ,Puerto Rico              ,220158                ,3257
4222 ,Sun 11/14 ,Rhode Island             ,183257                ,2890
4223 ,Sun 11/14 ,South Carolina           ,906945                ,13983
4224 ,Sun 11/14 ,South Dakota             ,159343                ,2281
4225 ,Sun 11/14 ,Tennessee                ,1265579               ,16529
4226 ,Sun 11/14 ,Texas                    ,4275822               ,73110
4227 ,Sun 11/14 ,Utah                     ,571628                ,3347
4228 ,Sun 11/14 ,Vermont                  ,44801                 ,393
4229 ,Sun 11/14 ,Virgin Islands           ,7329                  ,84
4230 ,Sun 11/14 ,Virginia                 ,942837                ,14321
4231 ,Sun 11/14 ,Washington               ,752831                ,8979
4232 ,Sun 11/14 ,West Virginia            ,283075                ,4610
4233 ,Sun 11/14 ,Wisconsin                ,921389                ,9679
4234 ,Sun 11/14 ,Wyoming                  ,107483                ,1298
4235 ,Mon 11/15 ,Alabama                  ,839953                ,15981
4236 ,Mon 11/15 ,Alaska                   ,145292                ,813
4237 ,Mon 11/15 ,American Samoa           ,1                     ,0
4238 ,Mon 11/15 ,Arizona                  ,1217193               ,21653
4239 ,Mon 11/15 ,Arkansas                 ,519911                ,8579
4240 ,Mon 11/15 ,California               ,5014583               ,73411
4241 ,Mon 11/15 ,Colorado                 ,793901                ,8886
4242 ,Mon 11/15 ,Connecticut              ,409929                ,8826
4243 ,Mon 11/15 ,Delaware                 ,148149                ,2141
4244 ,Mon 11/15 ,District of Columbia     ,65623                 ,1194
4245 ,Mon 11/15 ,Florida                  ,3671481               ,60845
4246 ,Mon 11/15 ,Georgia                  ,1615017               ,28791
4247 ,Mon 11/15 ,Guam                     ,19911                 ,259
4248 ,Mon 11/15 ,Hawaii                   ,83079                 ,974
4249 ,Mon 11/15 ,Idaho                    ,300553                ,3753
4250 ,Mon 11/15 ,Illinois                 ,1749843               ,29032
4251 ,Mon 11/15 ,Indiana                  ,1059162               ,17105
4252 ,Mon 11/15 ,Iowa                     ,503564                ,7166
4253 ,Mon 11/15 ,Kansas                   ,450676                ,6642
4254 ,Mon 11/15 ,Kentucky                 ,768091                ,10375
4255 ,Mon 11/15 ,Louisiana                ,765296                ,14699
4256 ,Mon 11/15 ,Maine                    ,111144                ,1230
4257 ,Mon 11/15 ,Maryland                 ,572574                ,11068
4258 ,Mon 11/15 ,Massachusetts            ,879127                ,19189
4259 ,Mon 11/15 ,Michigan                 ,1367468               ,24384
4260 ,Mon 11/15 ,Minnesota                ,847011                ,9120
4261 ,Mon 11/15 ,Mississippi              ,509275                ,10203
4262 ,Mon 11/15 ,Missouri                 ,890464                ,13072
4263 ,Mon 11/15 ,Montana                  ,185379                ,2491
4264 ,Mon 11/15 ,Nebraska                 ,297214                ,2801
4265 ,Mon 11/15 ,Nevada                   ,461616                ,7844
4266 ,Mon 11/15 ,New Hampshire            ,146834                ,1630
4267 ,Mon 11/15 ,New Jersey               ,1219768               ,28177
4268 ,Mon 11/15 ,New Mexico               ,295767                ,5193
4269 ,Mon 11/15 ,New York                 ,2631992               ,56508
4270 ,Mon 11/15 ,North Carolina           ,1508222               ,18456
4271 ,Mon 11/15 ,North Dakota             ,155376                ,1851
4272 ,Mon 11/15 ,Northern Mariana Islands ,343                   ,3
4273 ,Mon 11/15 ,Ohio                     ,1608415               ,25643
4274 ,Mon 11/15 ,Oklahoma                 ,655512                ,10879
4275 ,Mon 11/15 ,Oregon                   ,380091                ,4803
4276 ,Mon 11/15 ,Pennsylvania             ,1648285               ,32411
4277 ,Mon 11/15 ,Puerto Rico              ,220225                ,3257
4278 ,Mon 11/15 ,Rhode Island             ,184220                ,2896
4279 ,Mon 11/15 ,South Carolina           ,908839                ,14033
4280 ,Mon 11/15 ,South Dakota             ,160088                ,2289
4281 ,Mon 11/15 ,Tennessee                ,1268191               ,16544
4282 ,Mon 11/15 ,Texas                    ,4279225               ,73160
4283 ,Mon 11/15 ,Utah                     ,576130                ,3373
4284 ,Mon 11/15 ,Vermont                  ,45024                 ,394
4285 ,Mon 11/15 ,Virgin Islands           ,7370                  ,84
4286 ,Mon 11/15 ,Virginia                 ,946061                ,14392
4287 ,Mon 11/15 ,Washington               ,756903                ,9034
4288 ,Mon 11/15 ,West Virginia            ,283561                ,4636
4289 ,Mon 11/15 ,Wisconsin                ,928390                ,9707
4290 ,Mon 11/15 ,Wyoming                  ,108103                ,1298
4291 ,Tue 11/16 ,Alabama                  ,840495                ,15999
4292 ,Tue 11/16 ,Alaska                   ,145641                ,820
4293 ,Tue 11/16 ,American Samoa           ,1                     ,0
4294 ,Tue 11/16 ,Arizona                  ,1220433               ,21736
4295 ,Tue 11/16 ,Arkansas                 ,520725                ,8592
4296 ,Tue 11/16 ,California               ,5019484               ,73487
4297 ,Tue 11/16 ,Colorado                 ,796905                ,8946
4298 ,Tue 11/16 ,Connecticut              ,410473                ,8826
4299 ,Tue 11/16 ,Delaware                 ,148293                ,2143
4300 ,Tue 11/16 ,District of Columbia     ,65707                 ,1195
4301 ,Tue 11/16 ,Florida                  ,3673033               ,60846
4302 ,Tue 11/16 ,Georgia                  ,1616296               ,28818
4303 ,Tue 11/16 ,Guam                     ,19952                 ,261
4304 ,Tue 11/16 ,Hawaii                   ,83137                 ,974
4305 ,Tue 11/16 ,Idaho                    ,301216                ,3788
4306 ,Tue 11/16 ,Illinois                 ,1752893               ,29054
4307 ,Tue 11/16 ,Indiana                  ,1061970               ,17147
4308 ,Tue 11/16 ,Iowa                     ,506538                ,7166
4309 ,Tue 11/16 ,Kansas                   ,450846                ,6645
4310 ,Tue 11/16 ,Kentucky                 ,769771                ,10408
4311 ,Tue 11/16 ,Louisiana                ,765766                ,14708
4312 ,Tue 11/16 ,Maine                    ,112090                ,1243
4313 ,Tue 11/16 ,Maryland                 ,573276                ,11075
4314 ,Tue 11/16 ,Massachusetts            ,881310                ,19214
4315 ,Tue 11/16 ,Michigan                 ,1367468               ,24384
4316 ,Tue 11/16 ,Minnesota                ,857915                ,9171
4317 ,Tue 11/16 ,Mississippi              ,509717                ,10215
4318 ,Tue 11/16 ,Missouri                 ,891994                ,13130
4319 ,Tue 11/16 ,Montana                  ,186412                ,2517
4320 ,Tue 11/16 ,Nebraska                 ,298082                ,2802
4321 ,Tue 11/16 ,Nevada                   ,462535                ,7872
4322 ,Tue 11/16 ,New Hampshire            ,147652                ,1639
4323 ,Tue 11/16 ,New Jersey               ,1221507               ,28200
4324 ,Tue 11/16 ,New Mexico               ,296790                ,5205
4325 ,Tue 11/16 ,New York                 ,2637053               ,56551
4326 ,Tue 11/16 ,North Carolina           ,1510009               ,18482
4327 ,Tue 11/16 ,North Dakota             ,156150                ,1859
4328 ,Tue 11/16 ,Northern Mariana Islands ,395                   ,3
4329 ,Tue 11/16 ,Ohio                     ,1614054               ,25813
4330 ,Tue 11/16 ,Oklahoma                 ,655857                ,10879
4331 ,Tue 11/16 ,Oregon                   ,380866                ,4855
4332 ,Tue 11/16 ,Pennsylvania             ,1654063               ,32483
4333 ,Tue 11/16 ,Puerto Rico              ,220234                ,3258
4334 ,Tue 11/16 ,Rhode Island             ,184777                ,2901
4335 ,Tue 11/16 ,South Carolina           ,909282                ,14042
4336 ,Tue 11/16 ,South Dakota             ,160992                ,2294
4337 ,Tue 11/16 ,Tennessee                ,1269525               ,16601
4338 ,Tue 11/16 ,Texas                    ,4284307               ,73235
4339 ,Tue 11/16 ,Utah                     ,577368                ,3386
4340 ,Tue 11/16 ,Vermont                  ,45213                 ,395
4341 ,Tue 11/16 ,Virgin Islands           ,7370                  ,84
4342 ,Tue 11/16 ,Virginia                 ,947271                ,14422
4343 ,Tue 11/16 ,Washington               ,759058                ,9069
4344 ,Tue 11/16 ,West Virginia            ,284165                ,4676
4345 ,Tue 11/16 ,Wisconsin                ,933155                ,9742
4346 ,Tue 11/16 ,Wyoming                  ,108413                ,1347
4347 ,Wed 11/17 ,Alabama                  ,840991                ,16025
4348 ,Wed 11/17 ,Alaska                   ,146080                ,822
4349 ,Wed 11/17 ,American Samoa           ,1                     ,0
4350 ,Wed 11/17 ,Arizona                  ,1223892               ,21752
4351 ,Wed 11/17 ,Arkansas                 ,521553                ,8595
4352 ,Wed 11/17 ,California               ,5024415               ,73614
4353 ,Wed 11/17 ,Colorado                 ,800762                ,8974
4354 ,Wed 11/17 ,Connecticut              ,411311                ,8834
4355 ,Wed 11/17 ,Delaware                 ,148674                ,2143
4356 ,Wed 11/17 ,District of Columbia     ,65793                 ,1195
4357 ,Wed 11/17 ,Florida                  ,3674581               ,60846
4358 ,Wed 11/17 ,Georgia                  ,1617515               ,28935
4359 ,Wed 11/17 ,Guam                     ,19984                 ,261
4360 ,Wed 11/17 ,Hawaii                   ,83270                 ,982
4361 ,Wed 11/17 ,Idaho                    ,301866                ,3802
4362 ,Wed 11/17 ,Illinois                 ,1757813               ,29083
4363 ,Wed 11/17 ,Indiana                  ,1065388               ,17191
4364 ,Wed 11/17 ,Iowa                     ,509761                ,7268
4365 ,Wed 11/17 ,Kansas                   ,453815                ,6664
4366 ,Wed 11/17 ,Kentucky                 ,771874                ,10442
4367 ,Wed 11/17 ,Louisiana                ,766391                ,14724
4368 ,Wed 11/17 ,Maine                    ,113132                ,1243
4369 ,Wed 11/17 ,Maryland                 ,574067                ,11086
4370 ,Wed 11/17 ,Massachusetts            ,884299                ,19235
4371 ,Wed 11/17 ,Michigan                 ,1385354               ,24659
4372 ,Wed 11/17 ,Minnesota                ,861359                ,9217
4373 ,Wed 11/17 ,Mississippi              ,509942                ,10217
4374 ,Wed 11/17 ,Missouri                 ,893829                ,13135
4375 ,Wed 11/17 ,Montana                  ,187006                ,2524
4376 ,Wed 11/17 ,Nebraska                 ,299149                ,2802
4377 ,Wed 11/17 ,Nevada                   ,463265                ,7883
4378 ,Wed 11/17 ,New Hampshire            ,148718                ,1648
4379 ,Wed 11/17 ,New Jersey               ,1223455               ,28220
4380 ,Wed 11/17 ,New Mexico               ,298313                ,5217
4381 ,Wed 11/17 ,New York                 ,2643081               ,56584
4382 ,Wed 11/17 ,North Carolina           ,1512266               ,18534
4383 ,Wed 11/17 ,North Dakota             ,156776                ,1867
4384 ,Wed 11/17 ,Northern Mariana Islands ,408                   ,3
4385 ,Wed 11/17 ,Ohio                     ,1620436               ,25813
4386 ,Wed 11/17 ,Oklahoma                 ,656574                ,10879
4387 ,Wed 11/17 ,Oregon                   ,381842                ,4873
4388 ,Wed 11/17 ,Pennsylvania             ,1660087               ,32633
4389 ,Wed 11/17 ,Puerto Rico              ,220386                ,3259
4390 ,Wed 11/17 ,Rhode Island             ,185254                ,2902
4391 ,Wed 11/17 ,South Carolina           ,909905                ,14064
4392 ,Wed 11/17 ,South Dakota             ,161474                ,2297
4393 ,Wed 11/17 ,Tennessee                ,1271153               ,16650
4394 ,Wed 11/17 ,Texas                    ,4288395               ,73357
4395 ,Wed 11/17 ,Utah                     ,579497                ,3398
4396 ,Wed 11/17 ,Vermont                  ,45456                 ,398
4397 ,Wed 11/17 ,Virgin Islands           ,7380                  ,84
4398 ,Wed 11/17 ,Virginia                 ,949803                ,14443
4399 ,Wed 11/17 ,Washington               ,761304                ,9108
4400 ,Wed 11/17 ,West Virginia            ,285135                ,4698
4401 ,Wed 11/17 ,Wisconsin                ,937369                ,9777
4402 ,Wed 11/17 ,Wyoming                  ,108658                ,1347
4403 ,Thu 11/18 ,Alabama                  ,841483                ,16043
4404 ,Thu 11/18 ,Alaska                   ,146600                ,822
4405 ,Thu 11/18 ,American Samoa           ,1                     ,0
4406 ,Thu 11/18 ,Arizona                  ,1228076               ,21808
4407 ,Thu 11/18 ,Arkansas                 ,522460                ,8599
4408 ,Thu 11/18 ,California               ,5031042               ,73781
4409 ,Thu 11/18 ,Colorado                 ,805479                ,9018
4410 ,Thu 11/18 ,Connecticut              ,412058                ,8834
4411 ,Thu 11/18 ,Delaware                 ,149096                ,2154
4412 ,Thu 11/18 ,District of Columbia     ,65889                 ,1196
4413 ,Thu 11/18 ,Florida                  ,3676634               ,60846
4414 ,Thu 11/18 ,Georgia                  ,1618809               ,28998
4415 ,Thu 11/18 ,Guam                     ,20009                 ,263
4416 ,Thu 11/18 ,Hawaii                   ,83486                 ,989
4417 ,Thu 11/18 ,Idaho                    ,302420                ,3827
4418 ,Thu 11/18 ,Illinois                 ,1763614               ,29115
4419 ,Thu 11/18 ,Indiana                  ,1069313               ,17220
4420 ,Thu 11/18 ,Iowa                     ,509761                ,7268
4421 ,Thu 11/18 ,Kansas                   ,453975                ,6666
4422 ,Thu 11/18 ,Kentucky                 ,773813                ,10486
4423 ,Thu 11/18 ,Louisiana                ,766849                ,14735
4424 ,Thu 11/18 ,Maine                    ,114065                ,1254
4425 ,Thu 11/18 ,Maryland                 ,575147                ,11096
4426 ,Thu 11/18 ,Massachusetts            ,887889                ,19244
4427 ,Thu 11/18 ,Michigan                 ,1385354               ,24659
4428 ,Thu 11/18 ,Minnesota                ,866179                ,9249
4429 ,Thu 11/18 ,Mississippi              ,510322                ,10222
4430 ,Thu 11/18 ,Missouri                 ,903377                ,15219
4431 ,Thu 11/18 ,Montana                  ,187734                ,2541
4432 ,Thu 11/18 ,Nebraska                 ,300348                ,2807
4433 ,Thu 11/18 ,Nevada                   ,463976                ,7899
4434 ,Thu 11/18 ,New Hampshire            ,149827                ,1656
4435 ,Thu 11/18 ,New Jersey               ,1225928               ,28230
4436 ,Thu 11/18 ,New Mexico               ,300101                ,5240
4437 ,Thu 11/18 ,New York                 ,2651196               ,56619
4438 ,Thu 11/18 ,North Carolina           ,1514733               ,18583
4439 ,Thu 11/18 ,North Dakota             ,157418                ,1875
4440 ,Thu 11/18 ,Northern Mariana Islands ,431                   ,3
4441 ,Thu 11/18 ,Ohio                     ,1627051               ,25813
4442 ,Thu 11/18 ,Oklahoma                 ,657630                ,10879
4443 ,Thu 11/18 ,Oregon                   ,382990                ,4886
4444 ,Thu 11/18 ,Pennsylvania             ,1666724               ,32729
4445 ,Thu 11/18 ,Puerto Rico              ,220520                ,3259
4446 ,Thu 11/18 ,Rhode Island             ,185799                ,2903
4447 ,Thu 11/18 ,South Carolina           ,910690                ,14078
4448 ,Thu 11/18 ,South Dakota             ,161960                ,2303
4449 ,Thu 11/18 ,Tennessee                ,1272888               ,16656
4450 ,Thu 11/18 ,Texas                    ,4292678               ,73497
4451 ,Thu 11/18 ,Utah                     ,581288                ,3411
4452 ,Thu 11/18 ,Vermont                  ,45985                 ,401
4453 ,Thu 11/18 ,Virgin Islands           ,7427                  ,84
4454 ,Thu 11/18 ,Virginia                 ,951698                ,14469
4455 ,Thu 11/18 ,Washington               ,763202                ,9138
4456 ,Thu 11/18 ,West Virginia            ,286249                ,4717
4457 ,Thu 11/18 ,Wisconsin                ,941776                ,9800
4458 ,Thu 11/18 ,Wyoming                  ,109083                ,1347
4459 ,Fri 11/19 ,Alabama                  ,841956                ,16063
4460 ,Fri 11/19 ,Alaska                   ,147120                ,838
4461 ,Fri 11/19 ,American Samoa           ,1                     ,0
4462 ,Fri 11/19 ,Arizona                  ,1233146               ,21886
4463 ,Fri 11/19 ,Arkansas                 ,523192                ,8608
4464 ,Fri 11/19 ,California               ,5037132               ,73901
4465 ,Fri 11/19 ,Colorado                 ,808315                ,9059
4466 ,Fri 11/19 ,Connecticut              ,412918                ,8850
4467 ,Fri 11/19 ,Delaware                 ,149566                ,2154
4468 ,Fri 11/19 ,District of Columbia     ,66028                 ,1196
4469 ,Fri 11/19 ,Florida                  ,3677968               ,61081
4470 ,Fri 11/19 ,Georgia                  ,1620185               ,29057
4471 ,Fri 11/19 ,Guam                     ,20030                 ,263
4472 ,Fri 11/19 ,Hawaii                   ,83684                 ,995
4473 ,Fri 11/19 ,Idaho                    ,303050                ,3845
4474 ,Fri 11/19 ,Illinois                 ,1769267               ,29157
4475 ,Fri 11/19 ,Indiana                  ,1073046               ,17247
4476 ,Fri 11/19 ,Iowa                     ,509761                ,7268
4477 ,Fri 11/19 ,Kansas                   ,456720                ,6668
4478 ,Fri 11/19 ,Kentucky                 ,774770                ,10671
4479 ,Fri 11/19 ,Louisiana                ,767330                ,14749
4480 ,Fri 11/19 ,Maine                    ,115009                ,1268
4481 ,Fri 11/19 ,Maryland                 ,576229                ,11102
4482 ,Fri 11/19 ,Massachusetts            ,890733                ,19268
4483 ,Fri 11/19 ,Michigan                 ,1405810               ,24814
4484 ,Fri 11/19 ,Minnesota                ,871327                ,9279
4485 ,Fri 11/19 ,Mississippi              ,510748                ,10229
4486 ,Fri 11/19 ,Missouri                 ,905060                ,15315
4487 ,Fri 11/19 ,Montana                  ,188217                ,2554
4488 ,Fri 11/19 ,Nebraska                 ,301436                ,2807
4489 ,Fri 11/19 ,Nevada                   ,464633                ,7918
4490 ,Fri 11/19 ,New Hampshire            ,150813                ,1662
4491 ,Fri 11/19 ,New Jersey               ,1228167               ,28243
4492 ,Fri 11/19 ,New Mexico               ,301937                ,5265
4493 ,Fri 11/19 ,New York                 ,2658788               ,56663
4494 ,Fri 11/19 ,North Carolina           ,1517098               ,18617
4495 ,Fri 11/19 ,North Dakota             ,157888                ,1887
4496 ,Fri 11/19 ,Northern Mariana Islands ,438                   ,3
4497 ,Fri 11/19 ,Ohio                     ,1633480               ,26063
4498 ,Fri 11/19 ,Oklahoma                 ,658600                ,10879
4499 ,Fri 11/19 ,Oregon                   ,384062                ,4914
4500 ,Fri 11/19 ,Pennsylvania             ,1674328               ,32825
4501 ,Fri 11/19 ,Puerto Rico              ,220711                ,3260
4502 ,Fri 11/19 ,Rhode Island             ,186387                ,2906
4503 ,Fri 11/19 ,South Carolina           ,911624                ,14096
4504 ,Fri 11/19 ,South Dakota             ,162375                ,2305
4505 ,Fri 11/19 ,Tennessee                ,1274480               ,16689
4506 ,Fri 11/19 ,Texas                    ,4296648               ,73591
4507 ,Fri 11/19 ,Utah                     ,583054                ,3428
4508 ,Fri 11/19 ,Vermont                  ,46449                 ,401
4509 ,Fri 11/19 ,Virgin Islands           ,7439                  ,85
4510 ,Fri 11/19 ,Virginia                 ,953460                ,14492
4511 ,Fri 11/19 ,Washington               ,764781                ,9157
4512 ,Fri 11/19 ,West Virginia            ,287612                ,4726
4513 ,Fri 11/19 ,Wisconsin                ,945854                ,9816
4514 ,Fri 11/19 ,Wyoming                  ,109318                ,1347
4515 ,Sat 11/20 ,Alabama                  ,842636                ,16073
4516 ,Sat 11/20 ,Alaska                   ,147120                ,838
4517 ,Sat 11/20 ,American Samoa           ,1                     ,0
4518 ,Sat 11/20 ,Arizona                  ,1238249               ,21939
4519 ,Sat 11/20 ,Arkansas                 ,523866                ,8612
4520 ,Sat 11/20 ,California               ,5038985               ,73927
4521 ,Sat 11/20 ,Colorado                 ,808315                ,9059
4522 ,Sat 11/20 ,Connecticut              ,412918                ,8850
4523 ,Sat 11/20 ,Delaware                 ,150046                ,2159
4524 ,Sat 11/20 ,District of Columbia     ,66028                 ,1196
4525 ,Sat 11/20 ,Florida                  ,3679548               ,61081
4526 ,Sat 11/20 ,Georgia                  ,1620185               ,29057
4527 ,Sat 11/20 ,Guam                     ,20030                 ,263
4528 ,Sat 11/20 ,Hawaii                   ,83896                 ,999
4529 ,Sat 11/20 ,Idaho                    ,303322                ,3847
4530 ,Sat 11/20 ,Illinois                 ,1769267               ,29157
4531 ,Sat 11/20 ,Indiana                  ,1073046               ,17247
4532 ,Sat 11/20 ,Iowa                     ,513637                ,7268
4533 ,Sat 11/20 ,Kansas                   ,456759                ,6668
4534 ,Sat 11/20 ,Kentucky                 ,774878                ,10674
4535 ,Sat 11/20 ,Louisiana                ,767330                ,14749
4536 ,Sat 11/20 ,Maine                    ,115857                ,1271
4537 ,Sat 11/20 ,Maryland                 ,577246                ,11111
4538 ,Sat 11/20 ,Massachusetts            ,890733                ,19268
4539 ,Sat 11/20 ,Michigan                 ,1405810               ,24814
4540 ,Sat 11/20 ,Minnesota                ,871327                ,9279
4541 ,Sat 11/20 ,Mississippi              ,510748                ,10229
4542 ,Sat 11/20 ,Missouri                 ,906343                ,15321
4543 ,Sat 11/20 ,Montana                  ,188217                ,2554
4544 ,Sat 11/20 ,Nebraska                 ,301436                ,2807
4545 ,Sat 11/20 ,Nevada                   ,464633                ,7918
4546 ,Sat 11/20 ,New Hampshire            ,150813                ,1662
4547 ,Sat 11/20 ,New Jersey               ,1230366               ,28250
4548 ,Sat 11/20 ,New Mexico               ,301937                ,5265
4549 ,Sat 11/20 ,New York                 ,2664344               ,56681
4550 ,Sat 11/20 ,North Carolina           ,1517098               ,18617
4551 ,Sat 11/20 ,North Dakota             ,158375                ,1889
4552 ,Sat 11/20 ,Northern Mariana Islands ,438                   ,3
4553 ,Sat 11/20 ,Ohio                     ,1639070               ,26063
4554 ,Sat 11/20 ,Oklahoma                 ,658600                ,10879
4555 ,Sat 11/20 ,Oregon                   ,384062                ,4914
4556 ,Sat 11/20 ,Pennsylvania             ,1680752               ,32911
4557 ,Sat 11/20 ,Puerto Rico              ,220936                ,3261
4558 ,Sat 11/20 ,Rhode Island             ,186387                ,2906
4559 ,Sat 11/20 ,South Carolina           ,911624                ,14096
4560 ,Sat 11/20 ,South Dakota             ,162375                ,2305
4561 ,Sat 11/20 ,Tennessee                ,1274480               ,16689
4562 ,Sat 11/20 ,Texas                    ,4298114               ,73664
4563 ,Sat 11/20 ,Utah                     ,583054                ,3428
4564 ,Sat 11/20 ,Vermont                  ,46896                 ,404
4565 ,Sat 11/20 ,Virgin Islands           ,7439                  ,85
4566 ,Sat 11/20 ,Virginia                 ,953460                ,14492
4567 ,Sat 11/20 ,Washington               ,764791                ,9157
4568 ,Sat 11/20 ,West Virginia            ,288247                ,4726
4569 ,Sat 11/20 ,Wisconsin                ,945854                ,9816
4570 ,Sat 11/20 ,Wyoming                  ,109318                ,1347
4571 ,Sun 11/21 ,Alabama                  ,842908                ,16073
4572 ,Sun 11/21 ,Alaska                   ,147120                ,838
4573 ,Sun 11/21 ,American Samoa           ,1                     ,0
4574 ,Sun 11/21 ,Arizona                  ,1241878               ,21940
4575 ,Sun 11/21 ,Arkansas                 ,524170                ,8615
4576 ,Sun 11/21 ,California               ,5040034               ,73938
4577 ,Sun 11/21 ,Colorado                 ,810418                ,9076
4578 ,Sun 11/21 ,Connecticut              ,412918                ,8850
4579 ,Sun 11/21 ,Delaware                 ,150385                ,2159
4580 ,Sun 11/21 ,District of Columbia     ,66028                 ,1196
4581 ,Sun 11/21 ,Florida                  ,3679548               ,61081
4582 ,Sun 11/21 ,Georgia                  ,1620185               ,29057
4583 ,Sun 11/21 ,Guam                     ,20038                 ,263
4584 ,Sun 11/21 ,Hawaii                   ,83992                 ,999
4585 ,Sun 11/21 ,Idaho                    ,303322                ,3847
4586 ,Sun 11/21 ,Illinois                 ,1769267               ,29157
4587 ,Sun 11/21 ,Indiana                  ,1073046               ,17247
4588 ,Sun 11/21 ,Iowa                     ,513637                ,7268
4589 ,Sun 11/21 ,Kansas                   ,456759                ,6668
4590 ,Sun 11/21 ,Kentucky                 ,774878                ,10676
4591 ,Sun 11/21 ,Louisiana                ,767330                ,14749
4592 ,Sun 11/21 ,Maine                    ,115857                ,1272
4593 ,Sun 11/21 ,Maryland                 ,578252                ,11121
4594 ,Sun 11/21 ,Massachusetts            ,890733                ,19268
4595 ,Sun 11/21 ,Michigan                 ,1405810               ,24814
4596 ,Sun 11/21 ,Minnesota                ,871327                ,9279
4597 ,Sun 11/21 ,Mississippi              ,510748                ,10229
4598 ,Sun 11/21 ,Missouri                 ,906999                ,15323
4599 ,Sun 11/21 ,Montana                  ,188217                ,2554
